lat,lon,sst_c,chl_mg_m3,depth_m,salinity_psu,wind_speed_kmh,wind_direction_deg,wave_height_m,current_velocity_kmh,current_direction_deg,img_0,img_1,img_2,img_3,img_4,img_5,img_6,img_7,img_8,img_9,img_10,img_11,img_12,img_13,img_14,img_15,temporal_0,temporal_1,temporal_2,temporal_3,temporal_4,temporal_5,temporal_6,temporal_7,hsi,si_sst,si_chl,si_depth,suitability_pred,risk_score
6.0,103.0,30.282,0.27312732,-26.69,32.31725,9.4,239.0,0.24,2.9,137.0,-0.04774337261915207,-0.07830377668142319,-0.057565607130527496,-0.07932938635349274,-0.07519041001796722,-0.03727773576974869,-0.04146481305360794,-0.012135393917560577,-0.03562931343913078,-0.017454683780670166,-0.07323628664016724,-0.0012322351103648543,-0.05214046686887741,-0.012941723689436913,-0.02562369965016842,-0.0702393427491188,0.0066403537057340145,-0.004903870634734631,-0.22924749553203583,-0.35892170667648315,0.6617975234985352,0.6714184284210205,0.8546256422996521,-0.2334562987089157,1.0,1.0,1.0,1.0,0.9998503046403565,0.10266666666666666
6.0,103.5,29.487,0.2351171,-54.22,32.765,5.5,251.0,0.36,0.8,27.0,-0.04774337261915207,-0.07830377668142319,-0.057565607130527496,-0.07932938635349274,-0.07519041001796722,-0.03727773576974869,-0.04146481305360794,-0.012135393917560577,-0.03562931343913078,-0.017454683780670166,-0.07323628664016724,-0.0012322351103648543,-0.05214046686887741,-0.012941723689436913,-0.02562369965016842,-0.0702393427491188,0.0066403537057340145,-0.004903870634734631,-0.22924749553203583,-0.35892170667648315,0.6617975234985352,0.6714184284210205,0.8546256422996521,-0.2334562987089157,1.0,1.0,1.0,1.0,0.9998248640094919,0.09666666666666666
6.0,104.0,29.406,0.24783415,-58.26,33.01925,7.3,245.0,0.46,0.5,90.0,0.09878428280353546,0.07746206223964691,0.06336764246225357,0.05532929301261902,0.11635775864124298,0.13763615489006042,0.06712358444929123,0.13386043906211853,0.06521643698215485,0.0155863668769598,0.09279042482376099,0.07825148850679398,0.08690764009952545,0.06739823520183563,0.19534021615982056,0.11337251961231232,0.0066403537057340145,-0.004903870634734631,-0.22924749553203583,-0.35892170667648315,0.6617975234985352,0.6714184284210205,0.8546256422996521,-0.2334562987089157,1.0,1.0,1.0,1.0,0.9998113115136277,0.12533333333333335
6.0,104.5,30.072,0.19106868,-64.76,33.201499999999996,16.7,218.0,0.56,1.0,45.0,0.09878428280353546,0.07746206223964691,0.06336764246225357,0.05532929301261902,0.11635775864124298,0.13763615489006042,0.06712358444929123,0.13386043906211853,0.06521643698215485,0.0155863668769598,0.09279042482376099,0.07825148850679398,0.08690764009952545,0.06739823520183563,0.19534021615982056,0.11337251961231232,0.0066403537057340145,-0.004903870634734631,-0.22924749553203583,-0.35892170667648315,0.6617975234985352,0.6714184284210205,0.8546256422996521,-0.2334562987089157,0.9998523133249527,1.0,0.9995569399748583,1.0,0.9998803339563357,0.20466666666666666
6.0,105.0,30.334,0.13964558,-53.78,33.27675,15.3,219.0,0.66,1.1,162.0,0.09878428280353546,0.07746206223964691,0.06336764246225357,0.05532929301261902,0.11635775864124298,0.13763615489006042,0.06712358444929123,0.13386043906211853,0.06521643698215485,0.0155863668769598,0.09279042482376099,0.07825148850679398,0.08690764009952545,0.06739823520183563,0.19534021615982056,0.11337251961231232,0.0066403537057340145,-0.004903870634734631,-0.22924749553203583,-0.35892170667648315,0.6617975234985352,0.6714184284210205,0.8546256422996521,-0.2334562987089157,0.9933221384835774,1.0,0.9799664154507322,1.0,0.9942736885321938,0.212
6.0,105.5,30.141,0.16225663,-52.54,33.28675,13.0,228.0,0.64,1.8,174.0,0.09878428280353546,0.07746206223964691,0.06336764246225357,0.05532929301261902,0.11635775864124298,0.13763615489006042,0.06712358444929123,0.13386043906211853,0.06521643698215485,0.0155863668769598,0.09279042482376099,0.07825148850679398,0.08690764009952545,0.06739823520183563,0.19534021615982056,0.11337251961231232,0.0066403537057340145,-0.004903870634734631,-0.22924749553203583,-0.35892170667648315,0.6617975234985352,0.6714184284210205,0.8546256422996521,-0.2334562987089157,0.9973723339574554,1.0,0.9921170018723663,1.0,0.9976604978493523,0.19333333333333336
6.5,97.0,29.623,0.16537803,-1223.0,32.97725,5.1,72.0,0.94,0.7,104.0,-0.059755194932222366,-0.05180525779724121,-0.05603727698326111,-0.031669359654188156,-0.0605759434401989,-0.04561392217874527,-0.01843351684510708,0.012109695002436638,-0.030780350789427757,-0.07197527587413788,-0.08338397741317749,-0.055558763444423676,-0.04761139303445816,-0.026883909478783607,0.04965149238705635,0.02538875862956047,0.19519637525081635,-0.3930048942565918,0.07022123783826828,0.32749804854393005,-0.4890846908092499,0.24724970757961273,-0.06295481324195862,-0.393743634223938,0.6644542621721335,1.0,0.9933627864369751,7.942563030126899e-11,0.7131601381195063,0.19066666666666665
6.5,97.5,29.571,0.13877723,-656.39,32.834,3.6,90.0,0.88,0.7,76.0,-0.059755194932222366,-0.05180525779724121,-0.05603727698326111,-0.031669359654188156,-0.0605759434401989,-0.04561392217874527,-0.01843351684510708,0.012109695002436638,-0.030780350789427757,-0.07197527587413788,-0.08338397741317749,-0.055558763444423676,-0.04761139303445816,-0.026883909478783607,0.04965149238705635,0.02538875862956047,0.19519637525081635,-0.3930048942565918,0.07022123783826828,0.32749804854393005,-0.4890846908092499,0.24724970757961273,-0.06295481324195862,-0.393743634223938,0.6630530672210125,1.0,0.9793918252110212,0.009767376452016216,0.663504862063923,0.17066666666666666
6.5,98.0,29.953,0.17228727,-224.09,32.82325,2.3,29.0,0.86,0.7,76.0,-0.059755194932222366,-0.05180525779724121,-0.05603727698326111,-0.031669359654188156,-0.0605759434401989,-0.04561392217874527,-0.01843351684510708,0.012109695002436638,-0.030780350789427757,-0.07197527587413788,-0.08338397741317749,-0.055558763444423676,-0.04761139303445816,-0.026883909478783607,0.04965149238705635,0.02538875862956047,0.19519637525081635,-0.3930048942565918,0.07022123783826828,0.32749804854393005,-0.4890846908092499,0.24724970757961273,-0.06295481324195862,-0.393743634223938,0.994309689154453,1.0,0.9957424480483004,0.9871866194150583,0.9955545885495966,0.15866666666666668
6.5,98.5,30.063,0.2264178,-101.3,32.88075,6.9,85.0,0.84,0.6,72.0,-0.059755194932222366,-0.05180525779724121,-0.05603727698326111,-0.031669359654188156,-0.0605759434401989,-0.04561392217874527,-0.01843351684510708,0.012109695002436638,-0.030780350789427757,-0.07197527587413788,-0.08338397741317749,-0.055558763444423676,-0.04761139303445816,-0.026883909478783607,0.04965149238705635,0.02538875862956047,0.19519637525081635,-0.3930048942565918,0.07022123783826828,0.32749804854393005,-0.4890846908092499,0.24724970757961273,-0.06295481324195862,-0.393743634223938,1.0,1.0,1.0,1.0,0.9998432265299227,0.186
