time,latitude,longitude,analysed_sst
UTC,degrees_north,degrees_east,degree_C
2025-12-26T09:00:00Z,6.0,98.0,29.418
2025-12-27T09:00:00Z,6.0,98.0,29.118000000000002
2025-12-28T09:00:00Z,6.0,98.0,29.205
2025-12-29T09:00:00Z,6.0,98.0,29.466
2025-12-30T09:00:00Z,6.0,98.0,29.248
2025-12-31T09:00:00Z,6.0,98.0,29.229
2026-01-01T09:00:00Z,6.0,98.0,29.256
2026-01-02T09:00:00Z,6.0,98.0,29.23
2026-01-03T09:00:00Z,6.0,98.0,29.109
2026-01-04T09:00:00Z,6.0,98.0,29.119
2026-01-05T09:00:00Z,6.0,98.0,29.121000000000002
2026-01-06T09:00:00Z,6.0,98.0,29.184
2026-01-07T09:00:00Z,6.0,98.0,29.129
2026-01-08T09:00:00Z,6.0,98.0,28.63
2026-01-09T09:00:00Z,6.0,98.0,28.372
2026-01-10T09:00:00Z,6.0,98.0,28.755
2026-01-11T09:00:00Z,6.0,98.0,29.261
2026-01-12T09:00:00Z,6.0,98.0,29.182000000000002
2026-01-13T09:00:00Z,6.0,98.0,28.882
2026-01-14T09:00:00Z,6.0,98.0,28.772
2026-01-15T09:00:00Z,6.0,98.0,28.768
2026-01-16T09:00:00Z,6.0,98.0,29.032
2026-01-17T09:00:00Z,6.0,98.0,28.896
2026-01-18T09:00:00Z,6.0,98.0,28.682
2026-01-19T09:00:00Z,6.0,98.0,28.756
2026-01-20T09:00:00Z,6.0,98.0,28.98
2026-01-21T09:00:00Z,6.0,98.0,29.311
2026-01-22T09:00:00Z,6.0,98.0,29.247
2026-01-23T09:00:00Z,6.0,98.0,28.871
2026-01-24T09:00:00Z,6.0,98.0,28.162
2026-01-25T09:00:00Z,6.0,98.0,28.148
2026-01-26T09:00:00Z,6.0,98.0,29.227
2026-01-27T09:00:00Z,6.0,98.0,28.815
2026-01-28T09:00:00Z,6.0,98.0,28.881
2026-01-29T09:00:00Z,6.0,98.0,29.205
2026-01-30T09:00:00Z,6.0,98.0,29.1
2026-01-31T09:00:00Z,6.0,98.0,29.328
2026-02-01T09:00:00Z,6.0,98.0,28.762999999999998
2026-02-02T09:00:00Z,6.0,98.0,29.356
2026-02-03T09:00:00Z,6.0,98.0,29.506
2026-02-04T09:00:00Z,6.0,98.0,29.191
2026-02-05T09:00:00Z,6.0,98.0,29.02
2026-02-06T09:00:00Z,6.0,98.0,29.152
2026-02-07T09:00:00Z,6.0,98.0,29.58
2026-02-08T09:00:00Z,6.0,98.0,29.561
2026-02-09T09:00:00Z,6.0,98.0,28.859
2026-02-10T09:00:00Z,6.0,98.0,28.914
2026-02-11T09:00:00Z,6.0,98.0,29.284
2026-02-12T09:00:00Z,6.0,98.0,29.344
2026-02-13T09:00:00Z,6.0,98.0,29.177
2026-02-14T09:00:00Z,6.0,98.0,29.352
2026-02-15T09:00:00Z,6.0,98.0,29.732
2026-02-16T09:00:00Z,6.0,98.0,29.784
2026-02-17T09:00:00Z,6.0,98.0,29.767
2026-02-18T09:00:00Z,6.0,98.0,29.521
2026-02-19T09:00:00Z,6.0,98.0,28.985
2026-02-20T09:00:00Z,6.0,98.0,29.024
2026-02-21T09:00:00Z,6.0,98.0,29.512
2026-02-22T09:00:00Z,6.0,98.0,29.438
2026-02-23T09:00:00Z,6.0,98.0,29.098
2026-02-24T09:00:00Z,6.0,98.0,29.523
2026-02-25T09:00:00Z,6.0,98.0,30.248
2026-02-26T09:00:00Z,6.0,98.0,30.101
2026-02-27T09:00:00Z,6.0,98.0,30.123
2026-02-28T09:00:00Z,6.0,98.0,30.097
2026-03-01T09:00:00Z,6.0,98.0,30.116
2026-03-02T09:00:00Z,6.0,98.0,30.058
2026-03-03T09:00:00Z,6.0,98.0,29.744
2026-03-04T09:00:00Z,6.0,98.0,29.69
2026-03-05T09:00:00Z,6.0,98.0,29.671
2026-03-06T09:00:00Z,6.0,98.0,29.805
2026-03-07T09:00:00Z,6.0,98.0,30.394
2026-03-08T09:00:00Z,6.0,98.0,30.292
2026-03-09T09:00:00Z,6.0,98.0,30.376
2026-03-10T09:00:00Z,6.0,98.0,30.405
2026-03-11T09:00:00Z,6.0,98.0,30.374000000000002
2026-03-12T09:00:00Z,6.0,98.0,30.293
2026-03-13T09:00:00Z,6.0,98.0,30.129
2026-03-14T09:00:00Z,6.0,98.0,29.896
2026-03-15T09:00:00Z,6.0,98.0,30.113
2026-03-16T09:00:00Z,6.0,98.0,30.343
2026-03-17T09:00:00Z,6.0,98.0,30.393
2026-03-18T09:00:00Z,6.0,98.0,30.335
2026-03-19T09:00:00Z,6.0,98.0,30.451
2026-03-20T09:00:00Z,6.0,98.0,30.692
2026-03-21T09:00:00Z,6.0,98.0,30.732
2026-03-22T09:00:00Z,6.0,98.0,30.913
2026-03-23T09:00:00Z,6.0,98.0,31.063
