time,latitude,longitude,analysed_sst
UTC,degrees_north,degrees_east,degree_C
2025-12-26T09:00:00Z,9.5,101.5,28.92
2025-12-27T09:00:00Z,9.5,101.5,28.779
2025-12-28T09:00:00Z,9.5,101.5,28.762999999999998
2025-12-29T09:00:00Z,9.5,101.5,28.783
2025-12-30T09:00:00Z,9.5,101.5,28.596
2025-12-31T09:00:00Z,9.5,101.5,28.521
2026-01-01T09:00:00Z,9.5,101.5,28.282
2026-01-02T09:00:00Z,9.5,101.5,28.532
2026-01-03T09:00:00Z,9.5,101.5,28.343
2026-01-04T09:00:00Z,9.5,101.5,28.278
2026-01-05T09:00:00Z,9.5,101.5,28.318
2026-01-06T09:00:00Z,9.5,101.5,28.115000000000002
2026-01-07T09:00:00Z,9.5,101.5,27.357
2026-01-08T09:00:00Z,9.5,101.5,27.323999999999998
2026-01-09T09:00:00Z,9.5,101.5,27.151
2026-01-10T09:00:00Z,9.5,101.5,28.153
2026-01-11T09:00:00Z,9.5,101.5,27.91
2026-01-12T09:00:00Z,9.5,101.5,28.123
2026-01-13T09:00:00Z,9.5,101.5,28.236
2026-01-14T09:00:00Z,9.5,101.5,27.905
2026-01-15T09:00:00Z,9.5,101.5,27.832
2026-01-16T09:00:00Z,9.5,101.5,27.721
2026-01-17T09:00:00Z,9.5,101.5,28.027
2026-01-18T09:00:00Z,9.5,101.5,28.059
2026-01-19T09:00:00Z,9.5,101.5,28.012999999999998
2026-01-20T09:00:00Z,9.5,101.5,27.942
2026-01-21T09:00:00Z,9.5,101.5,27.907
2026-01-22T09:00:00Z,9.5,101.5,27.817
2026-01-23T09:00:00Z,9.5,101.5,27.674
2026-01-24T09:00:00Z,9.5,101.5,27.535
2026-01-25T09:00:00Z,9.5,101.5,27.509
2026-01-26T09:00:00Z,9.5,101.5,27.964
2026-01-27T09:00:00Z,9.5,101.5,27.944
2026-01-28T09:00:00Z,9.5,101.5,27.874
2026-01-29T09:00:00Z,9.5,101.5,27.893
2026-01-30T09:00:00Z,9.5,101.5,27.89
2026-01-31T09:00:00Z,9.5,101.5,27.908
2026-02-01T09:00:00Z,9.5,101.5,27.906
2026-02-02T09:00:00Z,9.5,101.5,27.78
2026-02-03T09:00:00Z,9.5,101.5,27.886
2026-02-04T09:00:00Z,9.5,101.5,28.165
2026-02-05T09:00:00Z,9.5,101.5,28.339
2026-02-06T09:00:00Z,9.5,101.5,28.533
2026-02-07T09:00:00Z,9.5,101.5,28.495
2026-02-08T09:00:00Z,9.5,101.5,28.048000000000002
2026-02-09T09:00:00Z,9.5,101.5,27.962
2026-02-10T09:00:00Z,9.5,101.5,27.976
2026-02-11T09:00:00Z,9.5,101.5,28.142
2026-02-12T09:00:00Z,9.5,101.5,28.177
2026-02-13T09:00:00Z,9.5,101.5,28.011
2026-02-14T09:00:00Z,9.5,101.5,27.685
2026-02-15T09:00:00Z,9.5,101.5,27.740000000000002
2026-02-16T09:00:00Z,9.5,101.5,27.719
2026-02-17T09:00:00Z,9.5,101.5,27.549
2026-02-18T09:00:00Z,9.5,101.5,27.477
2026-02-19T09:00:00Z,9.5,101.5,27.59
2026-02-20T09:00:00Z,9.5,101.5,28.566
2026-02-21T09:00:00Z,9.5,101.5,28.565
2026-02-22T09:00:00Z,9.5,101.5,28.462
2026-02-23T09:00:00Z,9.5,101.5,28.323
2026-02-24T09:00:00Z,9.5,101.5,28.902
2026-02-25T09:00:00Z,9.5,101.5,28.988
2026-02-26T09:00:00Z,9.5,101.5,29.251
2026-02-27T09:00:00Z,9.5,101.5,29.058
2026-02-28T09:00:00Z,9.5,101.5,29.1
2026-03-01T09:00:00Z,9.5,101.5,29.413
2026-03-02T09:00:00Z,9.5,101.5,29.759
2026-03-03T09:00:00Z,9.5,101.5,29.939
2026-03-04T09:00:00Z,9.5,101.5,29.669
2026-03-05T09:00:00Z,9.5,101.5,29.644
2026-03-06T09:00:00Z,9.5,101.5,29.764
2026-03-07T09:00:00Z,9.5,101.5,29.399
2026-03-08T09:00:00Z,9.5,101.5,28.993
2026-03-09T09:00:00Z,9.5,101.5,28.772
2026-03-10T09:00:00Z,9.5,101.5,28.788
2026-03-11T09:00:00Z,9.5,101.5,29.07
2026-03-12T09:00:00Z,9.5,101.5,28.53
2026-03-13T09:00:00Z,9.5,101.5,28.336
2026-03-14T09:00:00Z,9.5,101.5,28.288
2026-03-15T09:00:00Z,9.5,101.5,28.354
2026-03-16T09:00:00Z,9.5,101.5,28.531
2026-03-17T09:00:00Z,9.5,101.5,28.866
2026-03-18T09:00:00Z,9.5,101.5,29.038
2026-03-19T09:00:00Z,9.5,101.5,29.22
2026-03-20T09:00:00Z,9.5,101.5,29.226
2026-03-21T09:00:00Z,9.5,101.5,29.215
2026-03-22T09:00:00Z,9.5,101.5,28.891
2026-03-23T09:00:00Z,9.5,101.5,28.923000000000002
2026-03-24T09:00:00Z,9.5,101.5,29.087
2026-03-25T09:00:00Z,9.5,101.5,28.976
2026-03-26T09:00:00Z,9.5,101.5,29.019
2026-03-27T09:00:00Z,9.5,101.5,29.302
2026-03-28T09:00:00Z,9.5,101.5,29.165
2026-03-29T09:00:00Z,9.5,101.5,29.214
2026-03-30T09:00:00Z,9.5,101.5,29.078
2026-03-31T09:00:00Z,9.5,101.5,29.264
2026-04-01T09:00:00Z,9.5,101.5,29.898
2026-04-02T09:00:00Z,9.5,101.5,29.751
2026-04-03T09:00:00Z,9.5,101.5,29.604
2026-04-04T09:00:00Z,9.5,101.5,29.581
2026-04-05T09:00:00Z,9.5,101.5,29.674
