time,latitude,longitude,analysed_sst
2026-02-20T09:00:00Z,9.5,98.0,29.427
2026-02-21T09:00:00Z,9.5,98.0,29.397
2026-02-22T09:00:00Z,9.5,98.0,29.2
2026-02-23T09:00:00Z,9.5,98.0,29.123
2026-02-24T09:00:00Z,9.5,98.0,29.737000000000002
2026-02-25T09:00:00Z,9.5,98.0,29.746000000000002
2026-02-26T09:00:00Z,9.5,98.0,29.859
2026-02-27T09:00:00Z,9.5,98.0,29.889
2026-02-28T09:00:00Z,9.5,98.0,30.093
2026-03-01T09:00:00Z,9.5,98.0,30.073999999999998
2026-03-02T09:00:00Z,9.5,98.0,30.019
2026-03-03T09:00:00Z,9.5,98.0,30.117
2026-03-04T09:00:00Z,9.5,98.0,29.784
2026-03-05T09:00:00Z,9.5,98.0,29.810000000000002
2026-03-06T09:00:00Z,9.5,98.0,29.887999999999998
2026-03-07T09:00:00Z,9.5,98.0,30.063
2026-03-08T09:00:00Z,9.5,98.0,30.208
2026-03-09T09:00:00Z,9.5,98.0,30.167
2026-03-10T09:00:00Z,9.5,98.0,29.274
2026-03-11T09:00:00Z,9.5,98.0,29.253
2026-03-12T09:00:00Z,9.5,98.0,29.755
2026-03-13T09:00:00Z,9.5,98.0,30.009
2026-03-14T09:00:00Z,9.5,98.0,29.832
2026-03-15T09:00:00Z,9.5,98.0,29.332
2026-03-16T09:00:00Z,9.5,98.0,29.374
2026-03-17T09:00:00Z,9.5,98.0,29.66
2026-03-18T09:00:00Z,9.5,98.0,30.029
2026-03-19T09:00:00Z,9.5,98.0,30.137
2026-03-20T09:00:00Z,9.5,98.0,30.332
2026-03-21T09:00:00Z,9.5,98.0,30.11
2026-03-22T09:00:00Z,9.5,98.0,29.758
2026-03-23T09:00:00Z,9.5,98.0,29.983
2026-03-24T09:00:00Z,9.5,98.0,30.143
2026-03-25T09:00:00Z,9.5,98.0,30.323999999999998
2026-03-26T09:00:00Z,9.5,98.0,30.326
2026-03-27T09:00:00Z,9.5,98.0,30.405
2026-03-28T09:00:00Z,9.5,98.0,30.018
2026-03-29T09:00:00Z,9.5,98.0,29.796
2026-03-30T09:00:00Z,9.5,98.0,29.798000000000002
2026-03-31T09:00:00Z,9.5,98.0,29.924
2026-04-01T09:00:00Z,9.5,98.0,30.557000000000002
2026-04-02T09:00:00Z,9.5,98.0,30.729
2026-04-03T09:00:00Z,9.5,98.0,30.671
2026-04-04T09:00:00Z,9.5,98.0,30.509
2026-04-05T09:00:00Z,9.5,98.0,30.531
2026-04-06T09:00:00Z,9.5,98.0,30.466
2026-04-07T09:00:00Z,9.5,98.0,30.237000000000002
2026-04-08T09:00:00Z,9.5,98.0,30.060000000000002
2026-04-09T09:00:00Z,9.5,98.0,30.195999999999998
2026-04-10T09:00:00Z,9.5,98.0,30.509
2026-04-11T09:00:00Z,9.5,98.0,30.517
2026-04-12T09:00:00Z,9.5,98.0,30.502
2026-04-13T09:00:00Z,9.5,98.0,30.281
2026-04-14T09:00:00Z,9.5,98.0,30.293
2026-04-15T09:00:00Z,9.5,98.0,30.164
2026-04-16T09:00:00Z,9.5,98.0,30.541
2026-04-17T09:00:00Z,9.5,98.0,30.712
2026-04-18T09:00:00Z,9.5,98.0,30.473
2026-04-19T09:00:00Z,9.5,98.0,30.487000000000002
2026-04-20T09:00:00Z,9.5,98.0,30.462
2026-04-21T09:00:00Z,9.5,98.0,30.483
2026-04-22T09:00:00Z,9.5,98.0,30.634
2026-04-23T09:00:00Z,9.5,98.0,30.731
2026-04-24T09:00:00Z,9.5,98.0,30.925
2026-04-25T09:00:00Z,9.5,98.0,31.057000000000002
2026-04-26T09:00:00Z,9.5,98.0,30.841
2026-04-27T09:00:00Z,9.5,98.0,30.969
2026-04-28T09:00:00Z,9.5,98.0,30.842
2026-04-29T09:00:00Z,9.5,98.0,30.501
2026-04-30T09:00:00Z,9.5,98.0,30.707
2026-05-01T09:00:00Z,9.5,98.0,30.969
2026-05-02T09:00:00Z,9.5,98.0,31.444
2026-05-03T09:00:00Z,9.5,98.0,31.184
2026-05-04T09:00:00Z,9.5,98.0,31.948
2026-05-05T09:00:00Z,9.5,98.0,32.153
2026-05-06T09:00:00Z,9.5,98.0,32.230000000000004
2026-05-07T09:00:00Z,9.5,98.0,32.087
2026-05-08T09:00:00Z,9.5,98.0,31.959
2026-05-09T09:00:00Z,9.5,98.0,30.67
2026-05-10T09:00:00Z,9.5,98.0,30.752
2026-05-11T09:00:00Z,9.5,98.0,31.109
2026-05-12T09:00:00Z,9.5,98.0,31.468
2026-05-13T09:00:00Z,9.5,98.0,31.52
2026-05-14T09:00:00Z,9.5,98.0,30.598
2026-05-15T09:00:00Z,9.5,98.0,30.597
2026-05-16T09:00:00Z,9.5,98.0,30.749000000000002
2026-05-17T09:00:00Z,9.5,98.0,30.893
2026-05-18T09:00:00Z,9.5,98.0,30.734
2026-05-19T09:00:00Z,9.5,98.0,30.751
2026-05-20T09:00:00Z,9.5,98.0,30.515
2026-05-21T09:00:00Z,9.5,98.0,30.409
2026-05-22T09:00:00Z,9.5,98.0,30.191
2026-05-23T09:00:00Z,9.5,98.0,30.037
2026-05-24T09:00:00Z,9.5,98.0,29.945999999999998
2026-05-25T09:00:00Z,9.5,98.0,30.029
2026-05-26T09:00:00Z,9.5,98.0,30.048000000000002
2026-05-27T09:00:00Z,9.5,98.0,30.259
2026-05-28T09:00:00Z,9.5,98.0,30.335
2026-05-29T09:00:00Z,9.5,98.0,30.783
2026-05-30T09:00:00Z,9.5,98.0,30.481
2026-05-31T09:00:00Z,9.5,98.0,30.711
2026-06-01T09:00:00Z,9.5,98.0,29.467
2026-06-02T09:00:00Z,9.5,98.0,29.041
2026-06-03T09:00:00Z,9.5,98.0,28.768
2026-06-04T09:00:00Z,9.5,98.0,28.874
2026-06-05T09:00:00Z,9.5,98.0,28.997
2026-06-06T09:00:00Z,9.5,98.0,28.971
2026-06-07T09:00:00Z,9.5,98.0,29.065
2026-06-08T09:00:00Z,9.5,98.0,29.064
2026-06-09T09:00:00Z,9.5,98.0,29.047
2026-06-10T09:00:00Z,9.5,98.0,29.39
2026-06-11T09:00:00Z,9.5,98.0,30.535
2026-06-12T09:00:00Z,9.5,98.0,30.549
2026-06-13T09:00:00Z,9.5,98.0,30.421
2026-06-14T09:00:00Z,9.5,98.0,30.406
2026-06-15T09:00:00Z,9.5,98.0,30.114
2026-06-16T09:00:00Z,9.5,98.0,29.637999999999998
2026-06-17T09:00:00Z,9.5,98.0,29.693
2026-06-18T09:00:00Z,9.5,98.0,29.68
2026-06-19T09:00:00Z,9.5,98.0,29.68
2026-06-20T09:00:00Z,9.5,98.0,29.578
2026-06-21T09:00:00Z,9.5,98.0,30.059
2026-06-22T09:00:00Z,9.5,98.0,30.36
2026-06-23T09:00:00Z,9.5,98.0,30.384999999999998
2026-06-24T09:00:00Z,9.5,98.0,30.362000000000002
2026-06-25T09:00:00Z,9.5,98.0,30.365000000000002
2026-06-26T09:00:00Z,9.5,98.0,30.252
2026-06-27T09:00:00Z,9.5,98.0,30.133
2026-06-28T09:00:00Z,9.5,98.0,30.052
2026-06-29T09:00:00Z,9.5,98.0,30.012999999999998
2026-06-30T09:00:00Z,9.5,98.0,30.085
2026-07-01T09:00:00Z,9.5,98.0,30.128
2026-07-02T09:00:00Z,9.5,98.0,30.435000000000002
2026-07-03T09:00:00Z,9.5,98.0,30.291
2026-07-04T09:00:00Z,9.5,98.0,30.303
2026-07-05T09:00:00Z,9.5,98.0,30.03
2026-07-06T09:00:00Z,9.5,98.0,30.037
2026-07-07T09:00:00Z,9.5,98.0,29.983
2026-07-08T09:00:00Z,9.5,98.0,29.981
2026-07-09T09:00:00Z,9.5,98.0,29.849
2026-07-10T09:00:00Z,9.5,98.0,29.736
2026-07-11T09:00:00Z,9.5,98.0,29.451
2026-07-12T09:00:00Z,9.5,98.0,29.396
2026-07-13T09:00:00Z,9.5,98.0,29.686
2026-07-14T09:00:00Z,9.5,98.0,30.091
